DDATETIME,AVGT,AVGP,MAXP,MINP,MINT,MAXT,MAXU,MINU,AVGU,WNDSPD
20160617000000,287,10009,10023,9991,261,316,97,72,85,22
20160618000000,294,10028,10043,10013,280,315,90,72,83,17
20160619000000,300,10030,10046,10004,272,340,90,54,74,14
20160620000000,301,10013,10036,9993,276,334,88,63,78,18
20160621000000,301,10018,10036,10005,279,331,88,62,77,16
20160622000000,296,10024,10036,10002,278,329,93,65,81,17
20160623000000,299,10013,10031,9991,273,334,89,53,74,14
20160624000000,303,10007,10022,9994,278,348,85,43,74,14
20160625000000,309,10016,10027,10000,277,348,86,53,73,14
20160626000000,311,10018,10034,10003,286,346,85,53,73,14
20160627000000,314,10005,10029,9982,287,347,84,57,72,13
20160628000000,285,10001,10022,9969,257,314,98,68,84,22
20160629000000,294,10028,10035,10015,266,326,96,65,82,14
20160630000000,297,10032,10041,10009,275,325,93,65,81,14
20160701000000,301,10015,10040,9998,279,327,89,65,78,16
20160702000000,293,10016,10031,10001,267,325,95,68,82,13
20160703000000,288,10013,10026,9996,255,325,94,66,84,14
20160704000000,289,9991,10016,9978,271,317,92,69,83,17
20160705000000,294,10000,10014,9985,268,328,88,60,77,19
20160706000000,271,10011,10037,9994,242,308,98,77,90,8
20160707000000,299,9991,10017,9962,271,336,90,58,77,12
20160708000000,316,9943,9980,9910,281,356,89,52,71,17
20160709000000,322,9919,9933,9897,298,367,89,47,75,20
20160710000000,273,9931,9951,9911,248,313,97,69,87,12
20160711000000,277,9947,9961,9932,257,296,97,80,93,13
20160712000000,273,9964,9972,9951,258,289,97,80,91,7
20160713000000,273,9977,9995,9959,248,318,99,69,90,12
20160714000000,277,9994,10006,9981,266,307,96,77,91,10
20160715000000,295,9998,10011,9982,274,319,94,73,86,27
20160716000000,301,10007,10019,9992,285,323,93,72,84,35
20160717000000,301,10011,10025,9989,286,326,92,68,83,32
20160718000000,300,10002,10020,9985,285,323,89,67,80,20
20160719000000,294,10003,10017,9992,268,322,92,66,81,23
20160720000000,292,10024,10034,10001,264,322,91,64,81,20
20160721000000,293,10035,10054,10020,271,326,93,58,78,20
20160722000000,299,10030,10049,10005,276,339,89,56,79,20
20160723000000,300,10017,10035,9994,277,334,89,62,79,23
20160724000000,307,10011,10028,9994,275,352,90,39,69,18
20160725000000,304,10013,10028,9991,276,353,92,51,76,18
20160726000000,299,10010,10023,9990,282,331,86,61,78,17
20160727000000,304,10021,10032,10009,279,343,85,58,73,20
20160728000000,300,10025,10036,10011,274,337,89,52,76,23
20160729000000,307,10014,10036,9998,277,356,84,48,73,14
20160730000000,288,9998,10011,9972,249,349,94,62,84,16
20160731000000,298,9986,10000,9949,265,345,87,55,73,13
20160801000000,304,9926,9984,9880,276,327,85,58,71,19
20160802000000,258,9871,9939,9765,242,318,99,57,94,40
20160803000000,265,9985,10003,9939,250,279,98,83,91,16
20160804000000,269,10013,10022,10000,260,306,95,77,90,13
20160805000000,293,10012,10032,9989,261,333,96,65,81,15
20160806000000,298,9980,10014,9950,272,345,98,56,83,14
20160807000000,300,9953,9968,9937,277,338,94,69,86,23
20160808000000,305,9957,9972,9935,280,337,92,70,82,22
20160809000000,294,9947,9962,9926,281,330,90,69,83,12
20160810000000,267,9954,9969,9934,248,291,100,77,92,10
20160811000000,276,9962,9980,9943,258,304,93,71,86,12
20160812000000,277,9941,9965,9922,265,304,98,72,89,11
20160813000000,283,9927,9949,9902,264,323,96,63,85,18
20160814000000,273,9913,9930,9891,263,303,93,74,87,16
20160815000000,268,9904,9924,9886,252,309,98,71,91,12
20160816000000,258,9891,9919,9870,250,283,99,80,96,12
20160817000000,267,9868,9900,9844,255,293,98,81,92,20
20160818000000,271,9885,9916,9851,256,297,98,79,92,19
20160819000000,286,9952,9972,9916,262,326,97,67,84,16
20160820000000,294,9977,9997,9951,271,339,96,67,85,16
20160821000000,279,9959,9975,9939,234,308,99,70,89,18
20160822000000,294,9973,9981,9956,263,338,95,55,77,11
20160823000000,296,9976,9994,9953,267,330,95,65,79,10
20160824000000,301,9968,9978,9946,276,332,87,61,72,12
20160825000000,302,9969,9994,9951,268,349,90,56,75,13
20160826000000,297,9978,9998,9948,276,344,88,55,76,16
20160827000000,287,9993,10002,9977,265,338,94,59,81,10
20160828000000,270,9995,10010,9976,249,298,99,65,85,13
20160829000000,258,10002,10014,9985,250,280,80,58,74,19
20160830000000,271,10006,10020,9986,243,307,88,58,77,11
20160831000000,282,9995,10012,9968,257,315,89,63,79,9
20160901000000,279,9960,9991,9936,267,314,94,74,88,23
20160902000000,279,9949,9960,9936,268,311,97,74,90,18
20160903000000,284,9954,9964,9936,264,319,99,73,89,12
20160904000000,283,9977,9986,9963,267,310,92,70,83,15
20160905000000,271,9987,10000,9976,253,292,99,71,87,18
20160906000000,267,9994,10006,9980,256,284,99,81,93,11
20160907000000,266,10001,10012,9988,256,291,96,79,93,12
20160908000000,272,10008,10018,9994,260,288,98,84,91,14
20160909000000,264,10010,10025,9996,253,284,99,85,94,7
20160910000000,259,10006,10018,9988,250,293,99,79,96,12
20160911000000,275,10011,10025,9991,250,330,98,62,89,13
20160912000000,281,10029,10038,10015,252,327,96,60,84,15
20160913000000,279,10033,10054,10010,264,316,92,65,87,11
20160914000000,289,9979,10028,9946,260,323,96,54,72,26
20160915000000,293,9958,9971,9944,271,322,76,57,68,22
20160916000000,289,9978,9994,9962,261,318,81,57,69,17
20160917000000,292,9987,10000,9974,266,321,81,53,66,21
20160918000000,282,9999,10013,9982,247,319,80,54,67,10
20160919000000,279,10007,10017,9992,250,327,97,51,72,21
20160920000000,254,10048,10067,10017,223,294,99,62,83,22
20160921000000,272,10071,10086,10054,242,315,99,51,75,19
20160922000000,275,10063,10081,10047,251,305,84,53,73,16
20160923000000,275,10048,10070,10028,256,309,86,57,75,15
20160924000000,280,10033,10055,10012,257,319,86,52,74,17
20160925000000,282,10026,10045,10008,258,318,92,61,80,15
20160926000000,286,10005,10031,9981,262,326,90,64,82,13
20160927000000,307,9963,10001,9927,271,349,98,45,72,18
20160928000000,301,9927,9946,9905,288,333,65,48,59,31
20160929000000,254,9968,9996,9930,230,297,82,57,70,23
20160930000000,236,10006,10021,9992,221,270,87,71,82,10
20161001000000,257,10028,10041,10012,230,297,99,71,86,11
20161002000000,270,10020,10042,9997,249,309,97,65,85,14
20161003000000,279,10007,10020,9990,255,318,90,62,78,14
20161004000000,279,10007,10027,9989,254,315,99,63,81,13
20161005000000,275,10017,10033,9999,256,316,95,61,84,18
20161006000000,280,10021,10041,10001,252,316,90,57,75,20
20161007000000,279,10003,10019,9982,255,310,89,60,77,18
20161008000000,279,10000,10012,9983,267,292,77,66,72,40
20161009000000,255,10020,10032,10006,245,275,75,64,71,27
20161010000000,247,10032,10048,10012,224,280,79,55,66,25
20161011000000,231,10039,10056,10023,211,257,88,63,79,38
20161012000000,230,10056,10070,10042,211,247,97,74,85,26
20161013000000,250,10064,10089,10042,227,293,85,58,78,26
20161014000000,261,10060,10075,10039,236,301,85,55,74,23
20161015000000,261,10056,10075,10040,225,297,86,56,72,20
20161016000000,277,10039,10060,10020,245,311,76,57,67,23
20161017000000,265,10022,10039,10004,249,295,95,62,78,32
20161018000000,245,10009,10028,9986,237,254,99,86,97,20
20161019000000,249,10014,10030,9999,237,257,99,95,99,14
20161020000000,268,9980,10020,9954,239,299,99,70,85,16
20161021000000,256,9899,9961,9834,243,278,99,76,91,46
20161022000000,271,10000,10022,9942,259,303,99,75,91,24
20161023000000,272,10025,10045,10012,247,314,98,69,87,9
20161024000000,273,10037,10055,10020,253,309,98,72,88,10
20161025000000,271,10057,10074,10040,254,300,97,74,87,12
20161026000000,272,10080,10105,10063,248,312,95,65,82,11
20161027000000,277,10087,10118,10065,242,326,97,59,82,13
20161028000000,279,10077,10099,10054,245,324,95,58,78,11
20161029000000,260,10098,10119,10075,248,294,93,70,82,24
20161030000000,228,10129,10150,10110,205,265,77,62,71,28
20161031000000,243,10122,10142,10097,216,276,79,61,72,23
20161101000000,228,10128,10140,10112,211,261,74,61,68,30
20161102000000,215,10134,10151,10118,197,239,75,60,68,35
20161103000000,204,10124,10152,10099,185,237,74,51,65,34
20161104000000,212,10083,10117,10050,172,258,76,53,67,14
20161105000000,233,10056,10076,10034,192,284,92,54,77,9
20161106000000,231,10076,10095,10056,208,263,95,65,83,12
20161107000000,245,10091,10109,10072,210,294,94,62,81,12
20161108000000,241,10102,10122,10084,217,296,96,60,80,19
20161109000000,188,10125,10144,10109,169,217,90,63,76,33
20161110000000,148,10136,10157,10120,141,181,98,81,93,29
20161111000000,163,10120,10142,10095,138,192,97,78,85,15
20161112000000,225,10104,10126,10081,186,282,94,66,83,14
20161113000000,247,10095,10117,10075,227,287,91,66,84,14
20161114000000,251,10081,10101,10061,218,301,99,64,85,9
20161115000000,254,10083,10097,10066,221,316,97,55,84,12
20161116000000,247,10096,10118,10079,232,276,88,63,79,15
20161117000000,243,10092,10113,10075,217,286,97,56,82,12
20161118000000,245,10069,10090,10052,219,283,93,68,84,13
20161119000000,257,10059,10075,10040,236,286,94,61,80,12
20161120000000,256,10056,10073,10034,242,288,85,64,77,18
20161121000000,250,10053,10070,10036,239,277,88,71,83,17
20161122000000,227,10058,10073,10041,212,249,99,79,97,10
20161123000000,196,10088,10118,10065,169,213,99,83,96,28
20161124000000,148,10121,10146,10098,122,180,85,61,74,31
20161125000000,163,10095,10119,10070,133,203,94,65,83,20
20161126000000,150,10096,10116,10077,122,181,99,80,90,29
20161127000000,145,10099,10118,10074,107,193,99,62,80,30
20161128000000,165,10136,10156,10109,139,208,77,46,64,23
20161129000000,170,10152,10172,10138,160,193,72,56,65,26
20161130000000,187,10154,10168,10134,160,216,75,53,63,16
20161201000000,183,10150,10172,10128,144,231,78,49,62,22
20161202000000,193,10153,10180,10131,168,232,71,55,66,24
20161203000000,201,10137,10167,10113,181,230,77,59,70,21
20161204000000,220,10109,10131,10086,191,259,86,58,73,10
20161205000000,235,10102,10120,10085,205,279,91,54,75,7
20161206000000,200,10136,10159,10119,186,243,71,36,47,39
20161207000000,194,10119,10142,10094,167,237,56,39,50,20
20161208000000,186,10092,10116,10065,151,230,60,39,50,18
20161209000000,186,10080,10102,10058,149,238,73,36,55,10
20161210000000,200,10090,10115,10067,163,255,86,47,69,14
20161211000000,202,10089,10112,10067,177,236,90,57,78,16
20161212000000,213,10075,10097,10053,178,259,86,58,73,15
20161213000000,224,10071,10090,10055,184,267,94,56,76,14
20161214000000,203,10108,10126,10069,188,232,79,52,61,40
20161215000000,168,10153,10175,10126,146,202,66,47,57,36
20161216000000,134,10184,10206,10164,107,172,58,44,53,29
20161217000000,151,10159,10188,10128,113,189,63,43,57,14
20161218000000,193,10141,10162,10113,161,250,81,53,70,10
20161219000000,206,10110,10138,10082,170,262,96,43,69,14
20161220000000,219,10097,10119,10076,195,260,85,42,67,13
20161221000000,216,10095,10108,10075,204,236,99,67,89,9
20161222000000,216,10098,10114,10078,199,243,98,57,79,23
20161223000000,178,10118,10149,10095,156,219,75,59,68,28
20161224000000,166,10118,10142,10096,149,198,97,67,87,17
20161225000000,190,10106,10127,10089,169,209,88,73,83,17
20161226000000,212,10097,10118,10074,182,259,96,63,82,18
20161227000000,148,10136,10154,10093,122,226,86,51,64,52
20161228000000,125,10159,10176,10138,92,156,62,45,54,30
20161229000000,147,10168,10197,10151,124,170,54,36,45,28
20161230000000,150,10168,10192,10149,127,193,56,38,50,14
20161231000000,176,10153,10180,10128,134,234,74,40,58,10
20170101000000,192,10144,10165,10119,164,239,90,55,78,11
20170102000000,199,10129,10148,10108,168,260,97,48,84,13
20170103000000,200,10120,10139,10103,172,245,96,63,84,14
20170104000000,208,10110,10131,10088,178,257,92,52,76,14
20170105000000,208,10094,10109,10073,185,253,90,60,83,9
20170106000000,218,10075,10098,10055,184,271,95,57,80,16
20170107000000,219,10062,10082,10038,194,269,90,54,80,13
20170108000000,224,10059,10083,10037,195,268,93,57,76,14
20170109000000,203,10086,10114,10066,178,241,84,54,70,21
20170110000000,198,10104,10126,10086,184,231,87,61,77,17
20170111000000,189,10105,10127,10081,174,214,87,69,82,10
20170112000000,174,10084,10110,10058,152,192,89,74,82,20
20170113000000,136,10089,10102,10073,123,155,90,69,82,22
20170114000000,133,10108,10124,10094,116,148,98,81,88,23
20170115000000,133,10132,10153,10115,120,144,98,82,92,21
20170116000000,144,10130,10151,10106,121,166,95,75,84,22
20170117000000,176,10134,10152,10117,150,206,85,64,76,11
20170118000000,186,10137,10157,10121,173,207,91,73,86,8
20170119000000,199,10127,10149,10105,178,238,99,73,89,9
20170120000000,170,10150,10182,10123,142,211,88,46,66,29
20170121000000,158,10178,10201,10153,129,204,66,48,59,24
20170122000000,156,10186,10216,10157,121,211,67,35,47,26
20170123000000,157,10179,10206,10153,127,224,87,36,63,13
20170124000000,171,10175,10194,10153,145,219,81,47,70,13
20170125000000,177,10178,10198,10152,146,239,88,45,72,16
20170126000000,166,10167,10195,10139,136,222,94,39,69,14
20170127000000,168,10151,10182,10119,123,238,91,27,68,12
20170128000000,168,10112,10138,10090,150,208,96,56,81,13
20170129000000,196,10088,10106,10074,165,232,99,74,88,16
20170130000000,208,10105,10124,10090,190,245,99,73,87,14
20170131000000,164,10126,10151,10110,148,198,98,69,83,19
20170201000000,185,10137,10157,10119,158,242,79,53,72,16
20170202000000,168,10150,10174,10125,156,192,91,71,82,13
20170203000000,171,10128,10154,10101,149,212,85,54,73,16
20170204000000,186,10087,10123,10046,155,246,98,52,81,15
20170205000000,191,10065,10080,10042,163,234,99,67,88,16
20170206000000,189,10081,10096,10056,167,233,93,55,79,12
20170207000000,171,10092,10119,10075,157,202,79,56,68,20
20170208000000,176,10090,10105,10073,161,214,95,62,80,19
20170209000000,123,10132,10155,10100,99,164,98,45,61,39
20170210000000,109,10160,10179,10131,86,141,57,42,48,34
20170211000000,127,10186,10212,10164,91,184,53,32,46,23
20170212000000,141,10190,10213,10163,107,198,81,31,61,13
20170213000000,153,10194,10210,10176,109,216,86,32,65,14
20170214000000,176,10204,10227,10186,144,237,78,31,50,15
20170215000000,179,10184,10211,10156,142,240,70,32,51,16
20170216000000,184,10141,10173,10113,145,250,86,44,72,13
20170217000000,201,10130,10153,10109,148,268,93,42,68,12
20170218000000,203,10134,10156,10106,166,276,80,38,69,15
20170219000000,173,10111,10146,10071,157,200,93,71,84,16
20170220000000,209,10061,10081,10041,172,271,99,62,86,16
20170221000000,200,10090,10117,10063,180,221,98,69,85,19
20170222000000,202,10074,10103,10050,167,255,99,73,91,15
20170223000000,166,10102,10123,10065,130,208,99,82,93,21
20170224000000,102,10153,10175,10123,94,130,95,78,87,24
20170225000000,96,10140,10165,10107,83,109,99,73,90,20
20170226000000,126,10141,10162,10119,89,175,99,56,78,16
20170227000000,166,10149,10174,10129,141,206,89,31,63,14
20170228000000,172,10131,10156,10100,138,223,72,39,58,14
20170301000000,185,10122,10148,10095,155,227,83,51,66,16
20170302000000,183,10118,10143,10097,154,228,65,15,38,24
20170303000000,173,10093,10118,10062,144,222,72,34,56,17
20170304000000,195,10064,10086,10032,163,253,76,47,64,14
20170305000000,209,10049,10071,10025,181,249,93,71,85,11
20170306000000,208,10057,10084,10036,192,236,99,51,79,20
20170307000000,175,10090,10109,10069,163,203,89,63,80,15
20170308000000,155,10100,10129,10083,135,173,98,70,84,24
20170309000000,161,10085,10115,10051,144,187,96,58,81,17
20170310000000,184,10047,10073,10023,158,215,99,82,94,14
20170311000000,184,10071,10093,10045,174,195,99,84,90,21
20170312000000,195,10066,10089,10040,179,213,94,83,89,18
20170313000000,223,10043,10068,10017,193,274,99,68,90,17
20170314000000,194,10080,10107,10037,169,229,99,82,91,16
20170315000000,167,10108,10130,10087,150,192,97,54,76,18
20170316000000,180,10087,10107,10072,165,197,81,64,77,17
20170317000000,190,10094,10116,10077,172,225,94,73,87,20
20170318000000,200,10100,10116,10079,179,235,99,75,90,16
20170319000000,204,10095,10118,10079,196,214,100,91,98,15
20170320000000,228,10076,10098,10048,191,299,99,57,87,14
20170321000000,238,10072,10092,10049,208,293,99,61,87,16
20170322000000,189,10064,10088,10047,180,227,99,85,92,18
20170323000000,215,10072,10091,10056,188,252,99,68,87,15
20170324000000,217,10083,10104,10060,199,257,95,62,83,19
20170325000000,195,10097,10116,10074,166,230,95,67,82,21
20170326000000,141,10150,10171,10117,122,166,96,58,77,28
20170327000000,189,10154,10178,10129,141,248,74,17,50,17
20170328000000,207,10118,10150,10087,168,258,82,38,65,18
20170329000000,225,10103,10126,10094,199,269,91,65,84,18
20170330000000,231,10096,10115,10071,214,271,93,70,87,19
20170331000000,205,10076,10099,10053,168,233,99,87,95,18
20170401000000,185,10125,10148,10096,146,242,90,34,62,32
20170402000000,194,10136,10160,10119,154,247,95,33,66,17
20170403000000,198,10134,10150,10113,163,250,76,47,63,15
20170404000000,213,10111,10139,10082,180,265,90,50,75,19
20170405000000,224,10076,10104,10047,194,266,94,61,82,14
20170406000000,234,10051,10073,10031,221,262,98,72,90,11
20170407000000,239,10050,10068,10034,213,288,99,64,89,10
20170408000000,248,10048,10072,10024,224,284,97,70,88,15
20170409000000,254,10019,10046,9992,229,293,96,71,87,15
20170410000000,264,9991,10014,9966,254,285,96,77,89,31
20170411000000,258,10001,10017,9974,249,282,99,85,96,13
20170412000000,192,10059,10080,10007,171,251,99,75,86,27
20170413000000,189,10101,10122,10080,172,206,92,76,80,14
20170414000000,214,10077,10112,10056,190,245,87,69,80,12
20170415000000,242,10058,10084,10040,208,297,90,62,83,15
20170416000000,253,10059,10084,10042,225,309,99,60,84,15
20170417000000,258,10039,10061,10004,227,306,99,59,85,14
20170418000000,268,10016,10035,9999,234,322,99,58,82,17
20170419000000,268,10015,10028,10000,239,298,96,64,79,24
20170420000000,258,10024,10042,10004,247,297,99,72,92,14
20170421000000,260,10007,10031,9980,225,296,99,82,93,24
20170422000000,202,10056,10080,10011,169,238,99,61,76,25
20170423000000,200,10074,10088,10058,187,218,97,65,79,14
20170424000000,211,10067,10085,10048,192,238,96,72,88,12
20170425000000,217,10046,10079,10021,195,236,100,84,93,25
20170426000000,241,10035,10053,10011,219,282,100,79,97,11
20170427000000,220,10051,10073,10018,205,251,99,80,91,21
20170428000000,215,10079,10096,10061,189,249,84,53,70,17
20170429000000,228,10068,10088,10050,183,283,96,48,77,15
20170430000000,232,10058,10074,10039,197,280,94,51,76,20
20170501000000,251,10053,10070,10027,217,297,92,55,76,15
20170502000000,261,10045,10064,10023,236,302,95,68,85,12
20170503000000,274,10039,10058,10024,254,313,92,66,84,14
20170504000000,250,10045,10069,10024,224,273,100,84,93,11
20170505000000,254,10064,10076,10042,226,299,100,61,91,15
20170506000000,280,10073,10095,10048,246,331,99,55,79,13
20170507000000,264,10069,10087,10044,248,295,95,66,84,16
20170508000000,263,10045,10079,10003,238,299,92,67,83,15
20170509000000,254,10052,10069,10029,214,294,100,68,88,9
20170510000000,269,10062,10079,10051,248,303,99,66,89,9
20170511000000,277,10064,10085,10038,245,321,99,55,81,11
20170512000000,275,10037,10064,10017,253,313,97,57,78,12
20170513000000,251,10030,10045,10012,235,271,100,66,92,6
20170514000000,263,10030,10048,10004,230,307,100,63,89,11
20170515000000,254,10016,10038,9991,242,269,100,87,97,9
20170516000000,250,10003,10017,9986,220,278,100,60,81,20
20170517000000,256,10023,10033,10008,220,298,99,53,78,10
20170518000000,252,10046,10063,10029,229,285,98,53,76,19
20170519000000,246,10037,10054,10021,232,272,99,64,78,23
20170520000000,238,10015,10040,9992,220,257,99,73,89,14
20170521000000,246,10000,10016,9983,232,272,94,76,88,13
20170522000000,253,10004,10018,9994,242,272,92,81,86,23
20170523000000,274,10004,10020,9982,245,317,99,71,87,16
20170524000000,250,9997,10021,9976,237,270,100,92,99,12
20170525000000,256,10016,10022,9996,228,289,100,61,80,14
20170526000000,254,10029,10039,10017,234,271,80,57,64,13
20170527000000,260,10026,10042,10011,230,317,86,37,67,14
20170528000000,269,10021,10036,10003,235,322,81,39,65,23
20170529000000,270,10025,10042,10004,241,321,86,43,70,19
20170530000000,266,10022,10038,10000,247,306,93,67,84,17
20170531000000,277,9993,10019,9966,246,322,98,63,85,13
20170601000000,286,9960,9980,9936,271,304,99,87,94,56
20170602000000,289,9951,9967,9932,282,309,99,85,94,53
20170603000000,299,9953,9970,9932,282,332,99,68,90,36
20170604000000,292,9962,9974,9943,280,309,97,81,92,21
20170605000000,302,9984,10003,9966,279,334,95,66,84,23
20170606000000,304,10016,10029,9986,280,341,89,60,80,17
20170607000000,302,10025,10042,10002,269,344,99,55,80,16
20170608000000,306,10025,10043,10006,277,347,90,55,76,15
20170609000000,301,10018,10036,10000,278,332,88,61,78,18
20170610000000,297,10011,10026,9992,277,345,88,58,82,15
20170611000000,303,9997,10012,9976,274,342,96,58,79,17
20170612000000,276,9961,10002,9918,253,315,99,70,91,29
20170613000000,257,9983,10015,9909,245,275,100,95,99,16
20170614000000,271,10012,10030,10000,238,285,99,77,95,20
20170615000000,283,10003,10021,9984,273,310,99,80,95,28
20170616000000,286,9981,10002,9961,270,302,100,82,96,38
20170617000000,251,9966,9984,9952,245,289,100,85,100,8
20170618000000,257,9974,9986,9959,241,275,100,93,99,22
20170619000000,265,9979,9991,9968,251,297,100,81,95,16
20170620000000,261,9978,9993,9965,250,275,100,95,99,11
20170621000000,275,9978,9990,9963,252,299,100,85,95,10
20170622000000,289,10003,10017,9986,269,322,99,71,90,23
20170623000000,282,10006,10020,9980,268,319,99,72,93,14
20170624000000,284,9991,10001,9975,271,312,99,78,89,19
20170625000000,286,9995,10005,9980,266,314,99,75,88,31
20170626000000,291,10010,10023,9997,281,312,95,75,90,33
20170627000000,292,10021,10029,10008,282,311,98,78,87,34
20170628000000,295,10031,10038,10014,273,323,97,62,81,25
20170629000000,293,10027,10039,10002,271,324,97,61,84,15
20170630000000,293,10011,10028,9984,266,325,93,60,80,18
20170701000000,293,9990,10007,9970,271,318,94,69,81,17
20170702000000,274,9985,10000,9976,255,308,100,77,95,11
20170703000000,265,9990,10008,9974,243,287,100,86,98,16
20170704000000,265,10011,10023,9991,252,306,100,76,96,10
20170705000000,285,10019,10029,10004,253,319,100,67,87,14
20170706000000,273,10008,10034,9987,256,294,100,84,94,16
20170707000000,264,10011,10019,9993,248,297,100,81,96,17
20170708000000,272,10027,10046,10011,242,297,100,82,95,11
20170709000000,287,10025,10039,10005,267,322,99,67,90,22
20170710000000,289,10012,10025,9997,265,323,97,58,85,12
20170711000000,294,10026,10038,10012,271,334,88,54,75,15
20170712000000,299,10038,10051,10016,270,343,90,51,74,15
20170713000000,303,10017,10044,9994,270,340,91,53,72,19
20170714000000,301,10004,10018,9989,281,334,83,57,75,18
20170715000000,287,10004,10015,9987,262,326,93,58,82,16
20170716000000,276,10006,10016,9992,259,298,96,77,88,14
20170717000000,269,10012,10030,9996,245,300,98,77,89,15
20170718000000,253,10041,10051,10022,241,294,99,78,97,13
20170719000000,274,10022,10056,10001,243,320,99,65,86,13
20170720000000,293,10013,10027,9998,263,326,92,60,79,15
20170721000000,294,10022,10036,10008,273,332,92,55,77,15
20170722000000,298,10018,10034,9992,265,334,95,53,73,16
20170723000000,273,9988,10018,9962,252,299,97,68,88,15
20170724000000,275,9984,10005,9965,255,314,98,70,90,10
20170725000000,296,9978,9996,9962,270,337,91,51,77,12
20170726000000,293,9972,9988,9952,265,337,92,59,77,13
20170727000000,294,9963,9979,9952,264,320,90,59,76,18
20170728000000,308,9967,9980,9941,271,351,83,46,67,17
20170729000000,308,9933,9967,9895,283,361,85,49,76,12
20170730000000,324,9893,9917,9868,299,363,86,49,74,16
20170731000000,305,9904,9923,9884,298,330,89,63,85,35
20170801000000,304,9937,9952,9923,291,332,92,72,85,22
20170802000000,287,9949,9977,9933,253,305,97,74,90,16
20170803000000,280,9943,9961,9930,249,310,98,72,88,12
20170804000000,279,9956,9969,9941,263,306,95,75,88,8
20170805000000,297,9980,9992,9962,266,343,93,60,79,13
20170806000000,304,9990,10010,9971,281,340,93,63,82,19
20170807000000,304,9990,10003,9973,287,330,90,61,81,25
20170808000000,303,9992,10007,9977,289,326,90,69,82,35
20170809000000,291,9987,9997,9970,281,322,94,73,85,22
20170810000000,292,9987,10005,9970,270,304,97,79,87,30
20170811000000,300,10002,10013,9980,279,327,93,66,82,24
20170812000000,298,10011,10025,9997,282,331,89,61,79,27
20170813000000,300,10018,10028,10001,278,326,90,64,78,25
20170814000000,296,10014,10026,10002,280,322,90,62,78,26
20170815000000,299,10011,10028,9994,277,330,87,52,71,25
20170816000000,297,10010,10027,9993,281,328,88,59,77,19
20170817000000,301,10019,10033,10003,276,341,92,53,77,16
20170818000000,303,10030,10045,10018,276,339,89,54,74,18
20170819000000,312,10027,10046,10006,273,354,89,47,68,15
20170820000000,307,10001,10025,9970,278,348,90,51,76,16
20170821000000,317,9965,9991,9934,285,364,92,44,73,14
20170822000000,316,9929,9951,9897,265,369,94,45,74,24
20170823000000,271,9901,9949,9828,251,284,96,78,86,42
20170824000000,293,10002,10021,9949,256,335,93,60,79,19
20170825000000,291,10011,10028,9993,276,334,88,58,79,12
20170826000000,295,9996,10020,9967,266,352,91,45,70,14
20170827000000,254,9968,9999,9913,240,290,97,63,94,24
20170828000000,257,10025,10039,9997,248,269,98,83,93,12
20170829000000,284,10029,10048,10014,240,331,97,58,79,15
20170830000000,297,10011,10033,9984,263,337,94,61,79,10
20170831000000,291,10004,10023,9970,256,328,95,61,76,14
20170901000000,284,9986,10007,9960,258,338,95,55,82,14
20170902000000,277,9974,9993,9955,264,317,96,71,88,11
20170903000000,282,9982,9997,9962,261,319,96,63,86,15
20170904000000,260,9991,10002,9973,249,273,98,86,96,32
20170905000000,276,10012,10030,9992,261,302,98,78,92,9
20170906000000,291,10002,10023,9983,266,325,96,64,82,10
20170907000000,280,10010,10023,9998,260,310,95,68,88,13
20170908000000,280,10020,10037,9998,260,312,94,68,87,8
20170909000000,280,10016,10028,10001,266,325,95,64,89,18
20170910000000,288,10030,10044,10016,269,320,94,61,84,13
20170911000000,296,10024,10036,10004,266,331,96,56,79,15
20170912000000,302,10020,10039,10001,261,345,93,56,76,10
20170913000000,290,10024,10043,9998,272,335,91,55,76,14
20170914000000,289,10013,10027,9993,262,323,94,52,66,15
20170915000000,291,10023,10040,10010,267,328,82,53,73,14
20170916000000,308,10027,10048,10009,274,340,94,44,66,17
20170917000000,308,10023,10041,10002,277,343,90,45,64,17
20170918000000,292,10025,10040,10007,273,329,82,50,73,12
20170919000000,287,10029,10041,10013,270,321,81,57,74,12
20170920000000,281,10023,10038,10001,263,321,87,60,78,11
20170921000000,284,10014,10029,9998,272,316,91,68,84,13
20170922000000,289,10027,10044,10010,267,324,93,61,80,13
20170923000000,292,10036,10053,10023,270,325,98,65,82,17
20170924000000,291,10016,10038,10003,266,313,95,67,77,19
20170925000000,294,10028,10042,10010,273,331,91,60,78,14
20170926000000,300,10038,10058,10020,270,336,92,56,77,15
20170927000000,303,10025,10043,10000,274,345,93,58,79,13
20170928000000,304,10020,10036,10000,276,343,90,60,73,15
20170929000000,299,10045,10064,10024,278,335,86,55,74,19
20170930000000,289,10063,10093,10050,256,313,98,65,80,13
20171001000000,288,10045,10075,10025,263,316,98,68,83,18
20171002000000,296,10038,10058,10017,273,334,92,60,78,15
20171003000000,301,10050,10064,10032,275,342,87,51,73,15
20171004000000,288,10068,10083,10052,273,313,89,66,79,14
20171005000000,286,10060,10079,10041,264,319,90,56,74,16
20171006000000,288,10056,10079,10040,270,321,85,56,74,18
20171007000000,290,10057,10072,10039,268,324,83,58,75,18
20171008000000,291,10045,10072,10017,266,327,88,51,73,18
20171009000000,300,10031,10056,10014,277,341,78,49,65,27
